index,Energy_Project_Node_Name,Energy_Project_Type,Capacity (MW),Status,Country,Capacity (Mtpa),Nominal crude steel capacity (ttpa)
EP17890,Shihezi Tianhe power station Unit 2,Coal Plant,330.0,operating,China,,
EP17891,Shijiazhuang Liangcun power station Phase II Unit 3,Coal Plant,350.0,permitted,China,,
EP17892,Shijiazhuang Liangcun power station Phase II Unit 4,Coal Plant,350.0,announced,China,,
EP17893,Shijiazhuang Liangcun power station Phase I Unit 1,Coal Plant,330.0,operating,China,,
EP17894,Shijiazhuang Liangcun power station Phase I Unit 2,Coal Plant,330.0,operating,China,,
EP17895,Shijiazhuang Luhua cogen power station Phase I Unit 1,Coal Plant,330.0,operating,China,,
EP17896,Shijiazhuang Luhua cogen power station Phase I Unit 2,Coal Plant,330.0,operating,China,,
EP17897,Shijiazhuang Yuhua cogen power station Phase I Unit 1,Coal Plant,300.0,operating,China,,
EP17898,Shijiazhuang Yuhua cogen power station Phase I Unit 2,Coal Plant,300.0,operating,China,,
EP17899,Shikoku Tachibana-wan power station Unit 1,Coal Plant,700.0,operating,Japan,,
EP17900,Shilian Chemical Industry captive power station Unit 1,Coal Plant,50.0,operating,China,,
EP17901,Shilian Chemical Industry captive power station Unit 2,Coal Plant,50.0,operating,China,,
EP17902,Shiliquan power station Phase III Unit 5,Coal Plant,140.0,operating,China,,
EP17903,Shiliquan power station Phase IV Unit 6,Coal Plant,300.0,operating,China,,
EP17904,Shiliquan power station Phase IV Unit 7,Coal Plant,300.0,operating,China,,
EP17905,Shiliquan power station Unit 8,Coal Plant,660.0,operating,China,,
EP17906,Shiliquan power station Unit 9,Coal Plant,660.0,operating,China,,
EP17907,Shimen power station Phase III Unit 5,Coal Plant,660.0,construction,China,,
EP17908,Shimen power station Phase III Unit 6,Coal Plant,660.0,construction,China,,
EP17909,Shimen power station Phase II Unit 3,Coal Plant,300.0,operating,China,,
EP17910,Shimen power station Phase II Unit 4,Coal Plant,300.0,operating,China,,
EP17911,Shimen power station Phase I Unit 1,Coal Plant,300.0,operating,China,,
EP17912,Shimen power station Phase I Unit 2,Coal Plant,300.0,operating,China,,
EP17913,Shin Boryeong power station Unit 1,Coal Plant,1000.0,operating,South Korea,,
EP17914,Shin Boryeong power station Unit 2,Coal Plant,1000.0,operating,South Korea,,
EP17915,Shinchi power station Unit 1,Coal Plant,1000.0,operating,Japan,,
EP17916,Shinchi power station Unit 2,Coal Plant,1000.0,operating,Japan,,
EP17917,Shin Onoda power station Unit 1,Coal Plant,500.0,operating,Japan,,
EP17918,Shin Onoda power station Unit 2,Coal Plant,500.0,operating,Japan,,
EP17919,Shin Seocheon power station --,Coal Plant,1018.0,operating,South Korea,,
EP17920,Shiohama Chemical New power station --,Coal Plant,34.0,operating,Japan,,
EP17921,Shivee Ovoo power station Proposal 2,Coal Plant,200.0,announced,Mongolia,,
EP17922,Shiyan Cogen power station Unit 1,Coal Plant,350.0,operating,China,,
EP17923,Shiyan Cogen power station Unit 2,Coal Plant,350.0,operating,China,,
EP17924,Shiyan Cogen power station Unit 3,Coal Plant,350.0,operating,China,,
EP17925,Shizuishan power station Phase III Unit 1,Coal Plant,660.0,pre-permit,China,,
EP17926,Shizuishan power station Phase III Unit 2,Coal Plant,660.0,pre-permit,China,,
EP17927,Shizuishan power station Phase II Unit 1,Coal Plant,330.0,operating,China,,
EP17928,Shizuishan power station Phase II Unit 2,Coal Plant,330.0,operating,China,,
EP17929,Shizuishan power station Phase II Unit 3,Coal Plant,330.0,operating,China,,
EP17930,Shizuishan power station Phase II Unit 4,Coal Plant,330.0,operating,China,,
EP17931,Shizuishan power station Phase II Unit 5,Coal Plant,350.0,operating,China,,
EP17932,Shizuishan power station Phase II Unit 6,Coal Plant,350.0,operating,China,,
EP17933,Shouguang Jintaiyang cogen power station Unit 10,Coal Plant,135.0,operating,China,,
EP17934,Shouguang Jintaiyang cogen power station Unit 9,Coal Plant,135.0,operating,China,,
EP17935,Shouguang Jvneng cogen power station Unit 1,Coal Plant,155.0,operating,China,,
EP17936,Shouguang Jvneng cogen power station Unit 2,Coal Plant,155.0,operating,China,,
EP17937,Shouyang power station Unit 1,Coal Plant,350.0,operating,China,,
EP17938,Shouyang power station Unit 2,Coal Plant,350.0,operating,China,,
EP17939,Shree Singaji Thermal Power Project Stage II Unit 3,Coal Plant,660.0,operating,India,,
EP17940,Shree Singaji Thermal Power Project Stage II Unit 4,Coal Plant,660.0,operating,India,,
EP17941,Shree Singaji Thermal Power Project Stage I Unit 1,Coal Plant,600.0,operating,India,,
EP17942,Shree Singaji Thermal Power Project Stage I Unit 2,Coal Plant,600.0,operating,India,,
EP17943,Shriram Rayons power station --,Coal Plant,141.0,operating,India,,
EP17944,Shuangliao power station Phase III Unit 6,Coal Plant,660.0,pre-permit,China,,
EP17945,Shuangliao power station Phase II Unit 5,Coal Plant,660.0,operating,China,,
EP17946,Shuangliao power station Phase I Unit 1,Coal Plant,350.0,operating,China,,
EP17947,Shuangliao power station Phase I Unit 2,Coal Plant,350.0,operating,China,,
EP17948,Shuangliao power station Phase I Unit 3,Coal Plant,350.0,operating,China,,
EP17949,Shuangliao power station Phase I Unit 4,Coal Plant,350.0,operating,China,,
EP17950,Shuangyashan power station Phase II Unit 1,Coal Plant,600.0,operating,China,,
EP17951,Shuangyashan power station Phase II Unit 2,Coal Plant,600.0,operating,China,,
EP17952,Shuicheng Dongdi power station Phase II Unit 2,Coal Plant,660.0,permitted,China,,
EP17953,Shuicheng Dongdi power station Phase I Unit 1,Coal Plant,660.0,permitted,China,,
EP17954,Shuidonggou power station Unit 1,Coal Plant,600.0,operating,China,,
EP17955,Shuidonggou power station Unit 2,Coal Plant,600.0,operating,China,,
EP17956,Shuijiang Zutuan power station Unit 1,Coal Plant,350.0,operating,China,,
EP17957,Shunde Desheng power station Unit 1,Coal Plant,300.0,operating,China,,
EP17958,Shunde Desheng power station Unit 2,Coal Plant,300.0,operating,China,,
EP17959,Shuozhou cogen power station Unit 1,Coal Plant,350.0,operating,China,,
EP17960,Shuozhou cogen power station Unit 2,Coal Plant,350.0,operating,China,,
EP17961,Sichuan Vinylon Works power station Unit 3,Coal Plant,50.0,operating,China,,
EP17962,Sichuan Vinylon Works power station Unit 4,Coal Plant,49.0,operating,China,,
EP17963,Siddiqsons power station --,Coal Plant,330.0,permitted,Pakistan,,
EP17964,Sidhi Cement Plant power station Unit 1,Coal Plant,35.0,operating,India,,
EP17965,Sidhi Cement Plant power station Unit 2,Coal Plant,60.0,operating,India,,
EP17966,Sidhi Cement Plant power station Unit 3,Coal Plant,60.0,operating,India,,
EP17967,Siechnice power station Unit 1,Coal Plant,50.0,operating,Poland,,
EP17968,Siechnice power station Unit 2,Coal Plant,50.0,operating,Poland,,
EP17969,Siechnice power station Unit 3,Coal Plant,32.0,operating,Poland,,
EP17970,Siekierki power station Unit 5,Coal Plant,102.0,operating,Poland,,
EP17971,Siekierki power station Unit 6,Coal Plant,120.0,operating,Poland,,
EP17972,Siekierki power station Unit 7,Coal Plant,102.0,operating,Poland,,
EP17973,Siekierki power station Unit 8,Coal Plant,102.0,operating,Poland,,
EP17974,Siekierki power station Unit 9,Coal Plant,165.0,operating,Poland,,
EP17975,Siersza power station Unit 1,Coal Plant,153.0,operating,Poland,,
EP17976,Siersza power station Unit 2,Coal Plant,153.0,operating,Poland,,
EP17977,Sihanoukville CEL power station Unit 1,Coal Plant,50.0,operating,Cambodia,,
EP17978,Sihanoukville CEL power station Unit 2,Coal Plant,50.0,operating,Cambodia,,
EP17979,Sihanoukville CEL power station Unit 3,Coal Plant,150.0,operating,Cambodia,,
EP17980,Sihanoukville CIIDG power station Unit 1,Coal Plant,135.0,operating,Cambodia,,
EP17981,Sihanoukville CIIDG power station Unit 2,Coal Plant,135.0,operating,Cambodia,,
EP17982,Sihanoukville CIIDG power station Unit 3,Coal Plant,135.0,operating,Cambodia,,
EP17983,Sihanoukville CIIDG power station 2 Unit 1,Coal Plant,350.0,operating,Cambodia,,
EP17984,Sihanoukville CIIDG power station 2 Unit 2,Coal Plant,350.0,operating,Cambodia,,
EP17985,Sihanoukville SEZ power station Unit 1,Coal Plant,50.0,operating,Cambodia,,
EP17986,Sihanoukville SEZ power station Unit 2,Coal Plant,50.0,operating,Cambodia,,
EP17987,Sikeston power station Unit 1,Coal Plant,261.0,operating,United States,,
EP17988,Sikka Thermal Power Station Unit 3,Coal Plant,250.0,operating,India,,
EP17989,Sikka Thermal Power Station Unit 4,Coal Plant,250.0,operating,India,,
EP17990,Siltara SKS power station Unit 2,Coal Plant,30.0,operating,India,,
EP17991,Siltara Works power station Unit 3,Coal Plant,30.0,operating,India,,
EP17992,Silver Bay Power Plant Unit 1,Coal Plant,50.0,operating,United States,,
EP17993,Silver Bay Power Plant Unit 2,Coal Plant,81.6,operating,United States,,
EP17994,Simhadri power station Unit 1,Coal Plant,500.0,operating,India,,
EP17995,Simhadri power station Unit 2,Coal Plant,500.0,operating,India,,
EP17996,Simhadri power station Unit 3,Coal Plant,500.0,operating,India,,
EP17997,Simhadri power station Unit 4,Coal Plant,500.0,operating,India,,
EP17998,Simhapuri Thamminapatnam power station Unit 1,Coal Plant,150.0,operating,India,,
EP17999,Simhapuri Thamminapatnam power station Unit 2,Coal Plant,150.0,operating,India,,
EP18000,Simhapuri Thamminapatnam power station Unit 3,Coal Plant,150.0,operating,India,,
EP18001,Simhapuri Thamminapatnam power station Unit 4,Coal Plant,150.0,operating,India,,
EP18002,Sinar Mas Jambi Lontar power station Unit 1,Coal Plant,37.0,operating,Indonesia,,
EP18003,Sinar Mas Jambi Lontar power station Unit 2,Coal Plant,37.0,operating,Indonesia,,
EP18004,Sinar Mas Jambi Lontar power station Unit 3,Coal Plant,37.0,operating,Indonesia,,
EP18005,Sinar Mas Jambi Lontar power station Unit 4,Coal Plant,100.0,operating,Indonesia,,
EP18006,Singpu Chemicals Taixing power station Unit 1,Coal Plant,60.0,operating,China,,
EP18007,Singpu Chemicals Taixing power station Unit 2,Coal Plant,50.0,operating,China,,
EP18008,Singpu Chemicals Taixing power station Unit 3,Coal Plant,50.0,operating,China,,
EP18009,Singrauli Super Thermal Power Station Unit 1,Coal Plant,200.0,operating,India,,
EP18010,Singrauli Super Thermal Power Station Unit 2,Coal Plant,200.0,operating,India,,
EP18011,Singrauli Super Thermal Power Station Unit 3,Coal Plant,200.0,operating,India,,
EP18012,Singrauli Super Thermal Power Station Unit 4,Coal Plant,200.0,operating,India,,
EP18013,Singrauli Super Thermal Power Station Unit 5,Coal Plant,200.0,operating,India,,
EP18014,Singrauli Super Thermal Power Station Unit 6,Coal Plant,500.0,operating,India,,
EP18015,Singrauli Super Thermal Power Station Unit 7,Coal Plant,500.0,operating,India,,
EP18016,Singrauli Super Thermal Power Station Unit 8,Coal Plant,800.0,permitted,India,,
EP18017,Singrauli Super Thermal Power Station Unit 9,Coal Plant,800.0,permitted,India,,
EP18018,Sinopec Anqing power station Unit 3,Coal Plant,50.0,operating,China,,
EP18019,Sinopec Anqing power station Unit 4,Coal Plant,50.0,operating,China,,
EP18020,Sinopec Anqing power station Unit 5,Coal Plant,50.0,operating,China,,
EP18021,Sinopec Anqing power station Unit 6,Coal Plant,35.0,construction,China,,
EP18022,Sinopec Anqing power station Unit 7,Coal Plant,35.0,construction,China,,
EP18023,Sinopec Luoyang Branch power station Unit 1,Coal Plant,55.0,operating,China,,
EP18024,Sinopec Luoyang Branch power station Unit 2,Coal Plant,55.0,operating,China,,
EP18025,Sinopec Luoyang Branch power station Unit 3,Coal Plant,60.0,operating,China,,
EP18026,Sinopec Yangzi power station Unit 5,Coal Plant,60.0,operating,China,,
EP18027,Sinopec Yangzi power station Unit 6,Coal Plant,60.0,operating,China,,
EP18028,Sinopec Yangzi power station Unit 7,Coal Plant,50.0,operating,China,,
EP18029,Sinopec Yangzi power station Unit 8,Coal Plant,50.0,operating,China,,
EP18030,Sioux Power Plant Unit 1,Coal Plant,549.7,operating,United States,,
EP18031,Sioux Power Plant Unit 2,Coal Plant,549.7,operating,United States,,
EP18032,Sipat power station Unit 1,Coal Plant,660.0,operating,India,,
EP18033,Sipat power station Unit 2,Coal Plant,660.0,operating,India,,
EP18034,Sipat power station Unit 3,Coal Plant,660.0,operating,India,,
EP18035,Sipat power station Unit 4,Coal Plant,500.0,operating,India,,
EP18036,Sipat power station Unit 5,Coal Plant,500.0,operating,India,,
EP18037,Sipat power station Unit 6,Coal Plant,800.0,pre-permit,India,,
EP18038,Siping Industrial Zone cogen power station Unit 1,Coal Plant,50.0,announced,China,,
EP18039,Siping Industrial Zone cogen power station Unit 2,Coal Plant,50.0,announced,China,,
EP18040,Siping power station Phase II Unit 4,Coal Plant,350.0,operating,China,,
EP18041,Siping power station Phase II Unit 5 (Replacement),Coal Plant,350.0,announced,China,,
EP18042,Siping power station Phase I Unit 1,Coal Plant,50.0,operating,China,,
EP18043,Siping power station Phase I Unit 2,Coal Plant,50.0,operating,China,,
EP18044,Siping power station Phase I Unit 3,Coal Plant,100.0,operating,China,,
EP18045,Sitapuram Cement power station Unit 1,Coal Plant,43.0,operating,India,,
EP18046,Şırnak Silopi (CİNER) power station Unit 1,Coal Plant,135.0,operating,Türkiye,,
EP18047,Şırnak Silopi (CİNER) power station Unit 2,Coal Plant,135.0,operating,Türkiye,,
EP18048,Şırnak Silopi (CİNER) power station Unit 3,Coal Plant,135.0,operating,Türkiye,,
EP18049,Skawina power station Unit 3,Coal Plant,110.0,operating,Poland,,
EP18050,Skawina power station Unit 4,Coal Plant,110.0,operating,Poland,,
EP18051,Skawina power station Unit 5,Coal Plant,110.0,operating,Poland,,
EP18052,Sko-Energo power station Unit 80,Coal Plant,35.0,operating,Czech Republic,,
EP18053,Sko-Energo power station Unit 90,Coal Plant,35.0,operating,Czech Republic,,
EP18054,Slavino power station Unit 1,Coal Plant,660.0,announced,Russia,,
EP18055,Sliven power station Unit 1,Coal Plant,30.0,operating,Bulgaria,,
EP18056,SMC Mariveles power station Phase II Unit 5,Coal Plant,350.0,pre-permit,Philippines,,
EP18057,SMC Mariveles power station Phase II Unit 6,Coal Plant,350.0,pre-permit,Philippines,,
EP18058,SMC Mariveles power station Phase I Unit 1,Coal Plant,150.0,operating,Philippines,,
EP18059,SMC Mariveles power station Phase I Unit 2,Coal Plant,150.0,construction,Philippines,,
EP18060,SMC Mariveles power station Phase I Unit 3,Coal Plant,150.0,construction,Philippines,,
EP18061,SMC Mariveles power station Phase I Unit 4,Coal Plant,150.0,construction,Philippines,,
EP18062,Sogrinsk power station Unit 1,Coal Plant,50.0,operating,Kazakhstan,,
EP18063,Solapur power station Unit 1,Coal Plant,660.0,operating,India,,
EP18064,Solapur power station Unit 2,Coal Plant,660.0,operating,India,,
EP18065,Soma Coal-Biomass power station --,Coal Plant,112.0,operating,Japan,,
EP18066,Soma Kolin power station Unit 1,Coal Plant,255.0,operating,Türkiye,,
EP18067,Soma Kolin power station Unit 2,Coal Plant,255.0,operating,Türkiye,,
EP18068,Soma power station Phase B Unit 1,Coal Plant,165.0,operating,Türkiye,,
EP18069,Soma power station Phase B Unit 2,Coal Plant,165.0,operating,Türkiye,,
EP18070,Soma power station Phase B Unit 3,Coal Plant,165.0,operating,Türkiye,,
EP18071,Soma power station Phase B Unit 4,Coal Plant,165.0,operating,Türkiye,,
EP18072,Soma power station Phase B Unit 5,Coal Plant,165.0,operating,Türkiye,,
EP18073,Soma power station Phase B Unit 6,Coal Plant,165.0,operating,Türkiye,,
EP18074,Sonbong power station Unit 1,Coal Plant,100.0,operating,North Korea,,
EP18075,Sonbong power station Unit 2,Coal Plant,50.0,operating,North Korea,,
EP18076,Sonbong power station Unit 3,Coal Plant,50.0,operating,North Korea,,
EP18077,Son Dong power station Unit 1,Coal Plant,110.0,operating,Vietnam,,
EP18078,Son Dong power station Unit 2,Coal Plant,110.0,operating,Vietnam,,
EP18079,Song Hau Thermal Power Plant Unit 1-1,Coal Plant,600.0,operating,Vietnam,,
EP18080,Song Hau Thermal Power Plant Unit 1-2,Coal Plant,600.0,operating,Vietnam,,
EP18081,Song Hau Thermal Power Plant Unit 2-1,Coal Plant,1000.0,permitted,Vietnam,,
EP18082,Song Hau Thermal Power Plant Unit 2-2,Coal Plant,1000.0,permitted,Vietnam,,
EP18083,Songhuajiang power station Unit 1,Coal Plant,125.0,operating,China,,
EP18084,Songhuajiang power station Unit 2,Coal Plant,125.0,operating,China,,
EP18085,Songhuajiang power station Unit 4,Coal Plant,350.0,operating,China,,
EP18086,Songhuajiang power station Unit 5,Coal Plant,50.0,operating,China,,
EP18087,Songhuajiang power station Unit 6,Coal Plant,40.0,operating,China,,
EP18088,Songhuajiang power station Unit 7,Coal Plant,40.0,operating,China,,
EP18089,Sooner Generating Station Unit 1,Coal Plant,568.8,operating,United States,,
EP18090,Sooner Generating Station Unit 2,Coal Plant,568.8,operating,United States,,
EP18091,Sostanj power station Unit 5,Coal Plant,345.0,operating,Slovenia,,
EP18092,Sostanj power station Unit 6,Coal Plant,600.0,operating,Slovenia,,
EP18093,Soto de Ribera power station Unit 3,Coal Plant,350.0,operating,Spain,,
EP18094,Southern CESC power station Phase B Unit 1,Coal Plant,67.5,operating,India,,
EP18095,Southern CESC power station Phase B Unit 2,Coal Plant,67.5,operating,India,,
EP18096,South Oak Creek Plant Unit 7,Coal Plant,317.6,operating,United States,,
EP18097,South Oak Creek Plant Unit 8,Coal Plant,324.0,operating,United States,,
EP18098,Sovetskaya Gavan power station Unit 1,Coal Plant,63.0,operating,Russia,,
EP18099,Sovetskaya Gavan power station Unit 2,Coal Plant,63.0,operating,Russia,,
EP18100,Springerville power station Unit 1,Coal Plant,424.8,operating,United States,,
EP18101,Springerville power station Unit 2,Coal Plant,424.8,operating,United States,,
EP18102,Springerville power station Unit 3,Coal Plant,458.1,operating,United States,,
EP18103,Springerville power station Unit 4,Coal Plant,458.1,operating,United States,,
EP18104,Spring Grove power station --,Coal Plant,45.9,operating,United States,,
EP18105,Spurlock power station Unit 1,Coal Plant,357.6,operating,United States,,
EP18106,Spurlock power station Unit 2,Coal Plant,592.1,operating,United States,,
EP18107,Spurlock power station Unit 3,Coal Plant,329.4,operating,United States,,
EP18108,Spurlock power station Unit 4,Coal Plant,329.4,operating,United States,,
EP18109,Sri Damodaram Sanjeevaiah Thermal Power Station Unit 1,Coal Plant,800.0,operating,India,,
EP18110,Sri Damodaram Sanjeevaiah Thermal Power Station Unit 2,Coal Plant,800.0,operating,India,,
EP18111,Sri Damodaram Sanjeevaiah Thermal Power Station Unit 3,Coal Plant,800.0,operating,India,,
EP18112,Stanari Thermal Power Plant --,Coal Plant,300.0,operating,Bosnia and Herzegovina,,
EP18113,"Stanton Energy Center Unit 1, timepoint 1",Coal Plant,464.5,operating,United States,,
EP18114,"Stanton Energy Center Unit 2, timepoint 1",Coal Plant,464.5,operating,United States,,
EP18115,Stanwell power station Unit 1,Coal Plant,365.0,operating,Australia,,
EP18116,Stanwell power station Unit 2,Coal Plant,365.0,operating,Australia,,
EP18117,Stanwell power station Unit 3,Coal Plant,365.0,operating,Australia,,
EP18118,Stanwell power station Unit 4,Coal Plant,365.0,operating,Australia,,
EP18119,Starobesheve power station Unit 10,Coal Plant,200.0,operating,Ukraine,,
EP18120,Starobesheve power station Unit 11,Coal Plant,200.0,operating,Ukraine,,
EP18121,Starobesheve power station Unit 12,Coal Plant,210.0,operating,Ukraine,,
EP18122,Starobesheve power station Unit 13,Coal Plant,210.0,operating,Ukraine,,
EP18123,Starobesheve power station Unit 4R,Coal Plant,215.0,operating,Ukraine,,
EP18124,Starobesheve power station Unit 5,Coal Plant,200.0,operating,Ukraine,,
EP18125,Starobesheve power station Unit 6,Coal Plant,200.0,operating,Ukraine,,
EP18126,Starobesheve power station Unit 7,Coal Plant,175.0,operating,Ukraine,,
EP18127,Starobesheve power station Unit 8,Coal Plant,200.0,operating,Ukraine,,
EP18128,Starobesheve power station Unit 9,Coal Plant,200.0,operating,Ukraine,,
EP18129,Staudinger power station Unit 5,Coal Plant,553.0,operating,Germany,,
EP18130,Stepnogorsk power station Unit 1,Coal Plant,35.0,operating,Kazakhstan,,
EP18131,Stepnogorsk power station Unit 2,Coal Plant,30.0,operating,Kazakhstan,,
EP18132,Stepnogorsk power station Unit 3,Coal Plant,30.0,operating,Kazakhstan,,
EP18133,Stepnogorsk power station Unit 4,Coal Plant,30.0,operating,Kazakhstan,,
EP18134,Stepnogorsk power station Unit 5,Coal Plant,60.0,operating,Kazakhstan,,
EP18135,St. Nicholas Cogeneration Plant Unit 1,Coal Plant,99.2,operating,United States,,
EP18136,Studstrup power station Unit 4,Coal Plant,380.0,operating,Denmark,,
EP18137,Stuttgart-Muenster power station Unit ST12,Coal Plant,48.2,operating,Germany,,
EP18138,Stuttgart-Muenster power station Unit ST15,Coal Plant,48.2,operating,Germany,,
EP18139,Sual power station Unit 1,Coal Plant,647.0,operating,Philippines,,
EP18140,Sual power station Unit 2,Coal Plant,647.0,operating,Philippines,,
EP18141,Suihua power station Unit 1,Coal Plant,350.0,operating,China,,
EP18142,Suihua power station Unit 2,Coal Plant,350.0,operating,China,,
EP18143,Suiyang power station Unit 1,Coal Plant,150.0,operating,China,,
EP18144,Suiyang power station Unit 2,Coal Plant,150.0,operating,China,,
EP18145,Suizhong power station Phase II Unit 3,Coal Plant,1000.0,operating,China,,
EP18146,Suizhong power station Phase II Unit 4,Coal Plant,1000.0,operating,China,,
EP18147,Suizhong power station Phase I Unit 1,Coal Plant,880.0,operating,China,,
EP18148,Suizhong power station Phase I Unit 2,Coal Plant,880.0,operating,China,,
EP18149,Sujiatun Jinshan power station Unit 1,Coal Plant,220.0,operating,China,,
EP18150,Sujiatun Jinshan power station Unit 2,Coal Plant,220.0,operating,China,,
EP18151,Sukhbaatar power station --,Coal Plant,50.0,construction,Mongolia,,
EP18152,Sulawesi Labota power station Unit 1,Coal Plant,350.0,construction,Indonesia,,
EP18153,Sulawesi Labota power station Unit 2,Coal Plant,350.0,construction,Indonesia,,
EP18154,Sulawesi Labota power station Unit 3,Coal Plant,380.0,construction,Indonesia,,
EP18155,Sulawesi Labota power station Unit 4,Coal Plant,380.0,operating,Indonesia,,
EP18156,Sulawesi Labota power station Unit 5,Coal Plant,380.0,operating,Indonesia,,
EP18157,Sulawesi Labota power station Unit 6,Coal Plant,380.0,operating,Indonesia,,
EP18158,Sulawesi Labota power station Unit 7,Coal Plant,380.0,operating,Indonesia,,
EP18159,Sulawesi Labota power station Unit 8,Coal Plant,380.0,operating,Indonesia,,
EP18160,Sulawesi Labota power station Unit 9,Coal Plant,380.0,construction,Indonesia,,
EP18161,Sulawesi Mining power station Phase III Unit 1,Coal Plant,350.0,operating,Indonesia,,
EP18162,Sulawesi Mining power station Phase III Unit 2,Coal Plant,350.0,operating,Indonesia,,
EP18163,Sulawesi Mining power station Phase II Unit 1,Coal Plant,150.0,operating,Indonesia,,
EP18164,Sulawesi Mining power station Phase II Unit 2,Coal Plant,150.0,operating,Indonesia,,
EP18165,Sulawesi Mining power station Phase I Unit 1,Coal Plant,65.0,operating,Indonesia,,
EP18166,Sulawesi Mining power station Phase I Unit 2,Coal Plant,65.0,operating,Indonesia,,
EP18167,Sulawesi Mining power station Phase IV Unit 1,Coal Plant,350.0,operating,Indonesia,,
EP18168,Sulawesi Mining power station Phase IV Unit 2,Coal Plant,350.0,operating,Indonesia,,
EP18169,Sulawesi Mining power station Unit 9,Coal Plant,250.0,operating,Indonesia,,
EP18170,Sulbagut-1 power station Unit 1,Coal Plant,50.0,operating,Indonesia,,
EP18171,Sulbagut-1 power station Unit 2,Coal Plant,50.0,operating,Indonesia,,
EP18172,Sulcis power station Unit 2,Coal Plant,350.0,operating,Italy,,
EP18173,Sulcis power station Unit 3,Coal Plant,240.0,operating,Italy,,
EP18174,Sultan Aziz power station Unit 3,Coal Plant,300.0,operating,Malaysia,,
EP18175,Sultan Aziz power station Unit 4,Coal Plant,300.0,operating,Malaysia,,
EP18176,Sultan Aziz power station Unit 5,Coal Plant,500.0,operating,Malaysia,,
EP18177,Sultan Aziz power station Unit 6,Coal Plant,500.0,operating,Malaysia,,
EP18178,Sulut-1 power station Unit 1,Coal Plant,50.0,construction,Indonesia,,
EP18179,Sulut-1 power station Unit 2,Coal Plant,50.0,construction,Indonesia,,
EP18180,Sulut-3 power station Unit 1,Coal Plant,50.0,operating,Indonesia,,
EP18181,Sulut-3 power station Unit 2,Coal Plant,50.0,operating,Indonesia,,
EP18182,Sumbagsel-1 power station Unit 1,Coal Plant,150.0,construction,Indonesia,,
EP18183,Sumbagsel-1 power station Unit 2,Coal Plant,150.0,construction,Indonesia,,
EP18184,Sumsel-1 power station Unit 1,Coal Plant,300.0,construction,Indonesia,,
EP18185,Sumsel-1 power station Unit 2,Coal Plant,300.0,construction,Indonesia,,
EP18186,Sumsel-5 power station Unit 1,Coal Plant,150.0,operating,Indonesia,,
EP18187,Sumsel-5 power station Unit 2,Coal Plant,150.0,operating,Indonesia,,
EP18188,Sunagawa power station Unit 3,Coal Plant,125.0,operating,Japan,,
EP18189,Sunagawa power station Unit 4,Coal Plant,125.0,operating,Japan,,
EP18190,Sunchon power station Unit 1,Coal Plant,50.0,operating,North Korea,,
EP18191,Sunchon power station Unit 2,Coal Plant,50.0,operating,North Korea,,
EP18192,Sunchon power station Unit 3,Coal Plant,50.0,operating,North Korea,,
EP18193,Sunchon power station Unit 4,Coal Plant,50.0,operating,North Korea,,
EP18194,Sunnyside Cogeneration Facility Unit 1,Coal Plant,58.1,operating,United States,,
EP18195,Suqian power station Phase III Unit 1,Coal Plant,50.0,permitted,China,,
EP18196,Suqian power station Phase II Unit 3,Coal Plant,660.0,operating,China,,
EP18197,Suqian power station Phase II Unit 4,Coal Plant,660.0,operating,China,,
EP18198,Suratgarh Super Thermal Power Station Unit 1,Coal Plant,250.0,operating,India,,
EP18199,Suratgarh Super Thermal Power Station Unit 2,Coal Plant,250.0,operating,India,,
EP18200,Suratgarh Super Thermal Power Station Unit 3,Coal Plant,250.0,operating,India,,
EP18201,Suratgarh Super Thermal Power Station Unit 4,Coal Plant,250.0,operating,India,,
EP18202,Suratgarh Super Thermal Power Station Unit 5,Coal Plant,250.0,operating,India,,
EP18203,Suratgarh Super Thermal Power Station Unit 6,Coal Plant,250.0,operating,India,,
EP18204,Suratgarh Super Thermal Power Station Unit 7,Coal Plant,660.0,operating,India,,
EP18205,Suratgarh Super Thermal Power Station Unit 8,Coal Plant,660.0,operating,India,,
EP18206,Surat Lignite Power Plant Unit 1,Coal Plant,125.0,operating,India,,
EP18207,Surat Lignite Power Plant Unit 2,Coal Plant,125.0,operating,India,,
EP18208,Surat Lignite Power Plant Unit 3,Coal Plant,125.0,operating,India,,
EP18209,Surat Lignite Power Plant Unit 4,Coal Plant,125.0,operating,India,,
EP18210,Susitna power station Unit 1,Coal Plant,400.0,pre-permit,United States,,
EP18211,Suyuan power station Unit 1,Coal Plant,150.0,operating,China,,
EP18212,Suyuan power station Unit 2,Coal Plant,150.0,operating,China,,
EP18213,Suzhou Chang Chun Chemical Cogen power station --,Coal Plant,50.0,operating,China,,
EP18214,Suzhou Dongwu Cogen power station Unit 1,Coal Plant,50.0,operating,China,,
EP18215,Suzhou Huiyuan power station Unit 5,Coal Plant,350.0,operating,China,,
EP18216,Suzhou Huiyuan power station Unit 6,Coal Plant,350.0,operating,China,,
EP18217,Suzhou power station Phase I Unit 1,Coal Plant,630.0,operating,China,,
EP18218,Suzhou power station Phase I Unit 2,Coal Plant,630.0,operating,China,,
EP18219,Suzhou Qianyingzi power station Unit 1,Coal Plant,350.0,operating,China,,
EP18220,Suzhou Qianyingzi power station Unit 2,Coal Plant,350.0,operating,China,,
